SouthEast,1,,Wasike,19:42.1,,Louisville,19,42
SouthEast,2,,Henes,19:47.6,,NC State,19,48
SouthEast,3,,Carnahan,19:54.5,,Furman,19,54
SouthEast,4,,Steelman,19:56.5,,Wofford,19,56
SouthEast,5,,Clairmonte,19:59.0,,NC State,19,59
SouthEast,6,,Morris,20:01.4,,Clemson,20,1
SouthEast,7,,Green,20:04.5,,Virginia,20,5
SouthEast,8,,Freix,20:15.8,,VT,20,16
SouthEast,9,,Halvorsen,20:17.1,,Wake,20,17
SouthEast,10,,Kiborus,20:17.5,,Eastern Kentucky,20,18
SouthEast,11,,Hurley,20:17.8,,Furman,20,18
SouthEast,12,,Michelin,20:19.3,,North Carolina,20,19
SouthEast,13,,Heinst,20:19.5,,High Point,20,20
SouthEast,14,,Ndorobo,20:23.6,,Eastern Kentucky,20,24
SouthEast,15,,Richichi,20:23.6,,Duke,20,24
SouthEast,16,,Jennings,20:24.9,,Furman,20,25
SouthEast,17,,Smith,20:25.7,,Wake,20,26
SouthEast,18,,Palmer,20:27.0,,Liberty,20,27
SouthEast,19,,Crosby,20:30.6,,NC State,20,31
SouthEast,20,,Reinhart,20:34.2,,Duke,20,34
SouthEast,21,,Zimmermann,20:34.5,,NC State,20,34
SouthEast,22,,Shepard,20:35.8,,Kentucky,20,36
SouthEast,23,,Holt,20:42.5,,NC State,20,43
SouthEast,24,,Cheruiyot,20:43.1,,Eastern Kentucky,20,43
SouthEast,25,,Corbosiero,20:43.6,,Richmond,20,44
SouthEast,26,,O'Flaherty,20:49.2,,George Mason,20,49
SouthEast,27,,Poppell,20:49.5,,Morehead,20,49
SouthEast,28,,Burr,20:50.4,,Furman,20,50
SouthEast,29,,Mulhern,20:50.9,,VCU,20,51
SouthEast,30,,Wolcott,20:51.1,,Virginia,20,51
SouthEast,31,,Hebner,20:51.6,,Duke,20,52
SouthEast,32,,Shaw,20:52.4,,NC State,20,52
SouthEast,33,,Richardson,20:55.3,,VT,20,55
SouthEast,34,,Pocratsky,20:56.4,,VT,20,56
SouthEast,35,,Mareno,20:58.3,,NC State,20,58
SouthEast,36,,Hallowes,21:00.2,,Duke,21,0
SouthEast,37,,Gear,21:01.1,,Furman,21,1
SouthEast,38,,Thompson,21:01.6,,Richmond,21,2
SouthEast,39,,Berman,21:02.4,,VT,21,2
SouthEast,40,,Beach,21:03.9,,Duke,21,4
SouthEast,41,,Parlier,21:05.2,,Liberty,21,5
SouthEast,42,,Wright,21:05.3,,Wake,21,5
SouthEast,43,,Brookover,21:06.4,,Wake,21,6
SouthEast,44,,Kuntz,21:07.1,,Furman,21,7
SouthEast,45,,Lindsay,21:08.1,,Virginia,21,8
SouthEast,46,,Stoddard,21:08.5,,South Carolina,21,8
SouthEast,47,,Wincheski,21:09.7,,UNC-Asheville,21,10
SouthEast,48,,Bristle,21:09.8,,East Carolina,21,10
SouthEast,49,,Bothwell,21:10.4,,Virginia,21,10
SouthEast,50,,Caldwell,21:11.0,,Furman,21,11
SouthEast,51,,Grosenheider,21:11.0,,Richmond,21,11
SouthEast,52,,Stone,21:11.4,,South Carolina,21,11
SouthEast,53,,Lingard,21:11.6,,Western Carolina,21,12
SouthEast,54,,Boice,21:12.4,,Kentucky,21,12
SouthEast,55,,Evans,21:13.8,,Wake,21,14
SouthEast,56,,Billings,21:15.8,,Duke,21,16
SouthEast,57,,Chemutai,21:16.5,,Louisville,21,16
SouthEast,58,,Dawson,21:17.3,,Clemson,21,17
SouthEast,59,,Carney,21:17.5,,Richmond,21,17
SouthEast,60,,Kroepfl,21:18.5,,William,21,18
SouthEast,61,,Carrier,21:19.0,,Kentucky,21,19
SouthEast,62,,Coggin,21:19.3,,Clemson,21,19
SouthEast,63,,Lansing,21:19.9,,Duke,21,20
SouthEast,64,,Onselen,21:20.9,,Coastal Carolina,21,21
SouthEast,65,,Moran,21:23.6,,Virginia,21,24
SouthEast,66,,Masselink,21:24.2,,Colllege of Charleston,21,24
SouthEast,67,,Tomasi,21:24.4,,Charlotte,21,24
SouthEast,68,,McLaughlin,21:24.8,,Clemson,21,25
SouthEast,69,,Lanier,21:25.1,,North Carolina,21,25
SouthEast,70,,Hoyos,21:28.6,,Eastern Kentucky,21,29
SouthEast,71,,Edwards,21:30.0,,VT,21,30
SouthEast,72,,Liggett,21:30.1,,Kentucky,21,30
