NorthEast,1,,"Malone, Shannon",21:28.7,05:45.6,Syracuse,21,29
NorthEast,2,,"Morenaite, Egle",21:39.9,05:48.6,Iona,21,40
NorthEast,3,,"Tertsch, Lisa",21:40.4,05:48.8,Harvard,21,40
NorthEast,4,,"Kokes, Libby",21:43.6,05:49.6,Columbia,21,44
NorthEast,5,,"Knibb, Taylor",21:49.0,05:51.1,Cornell,21,49
NorthEast,6,,"Masterson, Andrea",22:00.1,05:54.1,Yale,22,0
NorthEast,7,,"Gregoire, Erin",22:00.4,05:54.1,Columbia,22,0
NorthEast,8,,"Wasserman, Katie",22:08.0,05:56.2,Columbia,22,8
NorthEast,9,,"Kogan, Maria",22:09.0,05:56.4,Columbia,22,9
NorthEast,10,,"Murphy, Glendora",22:09.1,05:56.5,Dartmouth,22,9
NorthEast,11,,"Sapone, Lauren",22:10.7,05:56.9,Dartmouth,22,11
NorthEast,12,,"McCormick, Morgan",22:14.0,05:57.8,Yale,22,14
NorthEast,13,,"Hays, Alexandra",22:14.1,05:57.8,Columbia,22,14
NorthEast,14,,"Fear, Georgia",22:14.4,05:57.9,Dartmouth,22,14
NorthEast,15,,"Nuttall, Gemma",22:16.2,05:58.4,Iona,22,16
NorthEast,16,,"Stevenson, Julia",22:16.8,05:58.5,Dartmouth,22,17
NorthEast,17,,"Srour, Lucy",22:17.6,05:58.7,Brown,22,18
NorthEast,18,,"Taylor, Annie",22:19.5,05:59.3,Cornell,22,20
NorthEast,19,,"Quinn, Siobhan",22:20.5,05:59.5,Canisius,22,21
NorthEast,20,,"DeLay, Kayley",22:21.3,05:59.7,Yale,22,21
NorthEast,21,,"Malone, Mary",22:21.6,05:59.8,Syracuse,22,22
NorthEast,22,,"Dobson, Isabella",22:22.3,06:00.0,Cornell,22,22
NorthEast,23,,"Reinhardt, Hannah",22:23.6,06:00.4,Albany,22,24
NorthEast,24,,"Gasparrini, Jenna",22:25.2,06:00.8,Holy Cross,22,25
NorthEast,25,,"Murphy, Sophie",22:26.8,06:01.2,Iona,22,27
NorthEast,26,,"Chau, Jocelyn",22:27.9,06:01.5,Yale,22,28
NorthEast,27,,"Tedeschi, Gianna",22:29.9,06:02.0,Marist,22,30
NorthEast,28,,"Rome, Regan",22:30.9,06:02.3,Providence,22,31
NorthEast,29,,"Gillespie, Kathryn",22:31.6,06:02.5,Harvard,22,32
NorthEast,30,,"Ghazarian, Sevanne",22:35.7,06:03.6,Yale,22,36
NorthEast,31,,"Richards, Kaley",22:36.4,06:03.8,UMass Lowell,22,36
NorthEast,32,,"Bonner, Rachel",22:37.5,06:04.1,Syracuse,22,37
NorthEast,33,,"Wheeler, Abbey",22:37.9,06:04.2,Providence,22,38
NorthEast,34,,"Todd, Gracie",22:38.3,06:04.3,Cornell,22,38
NorthEast,35,,"Kearley, Julia",22:39.3,06:04.6,Iona,22,39
NorthEast,36,,"Valentine, Samantha",22:39.9,06:04.7,Brown,22,40
NorthEast,37,,"Anderson, Lillian",22:40.5,06:04.9,Dartmouth,22,41
NorthEast,38,,"Lantz, Olivia",22:40.6,06:04.9,Dartmouth,22,41
NorthEast,39,,"Smith, Maya",22:41.9,06:05.3,Brown,22,42
NorthEast,40,,"McLaughlin, Abigail",22:42.6,06:05.5,Columbia,22,43
NorthEast,41,,"Zammitti, Melissa",22:44.2,06:05.9,Cornell,22,44
