Midwest,1,176,Logue,20:13.5,3:22/K,Iowa State,20,14
Midwest,2,194,Lokedi,20:23.0,3:24/K,Kansas,20,23
Midwest,3,559,Koskei,20:23.0,3:24/K,Wichita State,20,23
Midwest,4,354,Roberts,20:24.0,3:24/K,Northwestern,20,24
Midwest,5,368,Herberg,20:26.7,3:24/K,Oklahoma,20,27
Midwest,6,173,Frisbie,20:29.1,3:25/K,Iowa State,20,29
Midwest,7,220,Brewis,20:34.7,3:26/K,Loyola (Ill.),20,35
Midwest,8,242,Hasz,20:42.3,3:27/K,Minnesota,20,42
Midwest,9,565,Anderson,20:42.6,3:27/K,North Dakota State,20,43
Midwest,10,243,Hasz,20:44.3,3:27/K,Minnesota,20,44
Midwest,11,294,Freyhof,20:46.2,3:28/K,Nebraska,20,46
Midwest,12,178,Vestri,20:53.7,3:29/K,Iowa State,20,54
Midwest,13,506,Klopfer,20:55.8,3:29/K,Tulsa,20,56
Midwest,14,329,Tutt,20:56.0,3:29/K,Northern Illinois,20,56
Midwest,15,18,Juarez,20:56.5,3:29/K,Bradley,20,56
Midwest,16,392,Johnson,20:58.1,3:30/K,Oklahoma State,20,58
Midwest,17,562,Topham,20:59.9,3:30/K,Wichita State,21,0
Midwest,18,103,McGrath,21:01.0,3:30/K,Illinois,21,1
Midwest,19,474,King,21:01.9,3:30/K,South Dakota State,21,2
Midwest,20,267,Revord,21:07.2,3:31/K,Missouri,21,7
Midwest,21,351,Nicholson,21:08.9,3:31/K,Northwestern,21,9
Midwest,22,447,Billington,21:10.4,3:32/K,South Dakota,21,10
Midwest,23,385,Baker,21:13.4,3:32/K,Oklahoma State,21,13
Midwest,24,395,Somers,21:14.4,3:32/K,Oklahoma State,21,14
Midwest,25,102,Marasco,21:14.7,3:32/K,Illinois,21,15
Midwest,26,449,Huglen,21:15.4,3:33/K,South Dakota,21,15
Midwest,27,171,Caldwell,21:17.6,3:33/K,Iowa State,21,18
Midwest,28,386,Ballner,21:19.6,3:33/K,Oklahoma State,21,20
Midwest,29,260,Findley,21:20.7,3:33/K,Missouri,21,21
Midwest,30,266,Reed,21:21.9,3:34/K,Missouri,21,22
Midwest,31,157,Shine,21:23.2,3:34/K,Iowa,21,23
Midwest,32,177,Naumann,21:23.8,3:34/K,Iowa State,21,24
Midwest,33,296,Jones,21:23.8,3:34/K,Nebraska,21,24
Midwest,34,502,Barnes,21:24.4,3:34/K,Tulsa,21,24
Midwest,35,208,Wren,21:24.7,3:34/K,Kansas State,21,25
Midwest,36,197,Wilks,21:25.6,3:34/K,Kansas,21,26
Midwest,37,248,O'Brien,21:26.5,3:34/K,Minnesota,21,27
Midwest,38,99,Craddock,21:26.9,3:34/K,Illinois,21,27
Midwest,39,323,Callahan,21:27.4,3:35/K,Northern Illinois,21,27
Midwest,40,24,Schwartz,21:27.6,3:35/K,Bradley,21,28
Midwest,41,196,Ryan,21:28.3,3:35/K,Kansas,21,28
Midwest,42,348,Kearney,21:28.4,3:35/K,Northwestern,21,28
Midwest,43,424,O'Brien,21:28.7,3:35/K,SE Missouri,21,29
Midwest,44,228,Reimers,21:29.9,3:35/K,Loyola (Ill.),21,30
Midwest,45,455,Stewart,21:31.9,3:35/K,South Dakota,21,32
Midwest,46,269,Breiten,21:32.4,3:35/K,Missouri State,21,32
Midwest,47,100,Fix,21:33.0,3:35/K,Illinois,21,33
Midwest,48,564,Wright,21:33.5,3:36/K,Wichita State,21,33
Midwest,49,389,Dodd,21:34.1,3:36/K,Oklahoma State,21,34
Midwest,50,510,O'Bryan,21:35.1,3:36/K,Tulsa,21,35
Midwest,51,387,Born,21:35.3,3:36/K,Oklahoma State,21,35
Midwest,52,450,Kearney,21:36.0,3:36/K,South Dakota,21,36
Midwest,53,525,Jerman,21:36.6,3:36/K,University of Missouri,21,37
Midwest,54,152,Hostetler,21:37.0,3:36/K,Iowa,21,37
Midwest,55,156,Schott,21:37.2,3:36/K,Iowa,21,37
